"InputCategories","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues","Genes"
"black","viral transcription (GO:0019083)__GO_BP","User",11,2.59420135858341e-09,5.72384587757843e-05,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","translational termination (GO:0006415)__GO_BP","User",11,4.09711318700791e-09,9.03987053581425e-05,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","cellular protein complex disassembly (GO:0043624)__GO_BP","User",11,9.6132335768381e-09,0.000212106385639356,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","translational elongation (GO:0006414)__GO_BP","User",11,1.10019254272391e-08,0.000242746482626604,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","translational initiation (GO:0006413)__GO_BP","User",12,1.31937394565094e-08,0.000291106667368422,"EIF3F;RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","Ribosome_Homo sapiens_hsa03010__KEGG_2016","User",11,3.03404964842623e-08,0.000669432714428764,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","ribosomal subunit (GO:0044391)__GO_CC","User",11,3.41857925582052e-08,0.000754275327004239,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","viral life cycle (GO:0019058)__GO_BP","User",11,3.41857925582052e-08,0.000754275327004239,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)__GO_BP","User",11,3.84595408024558e-08,0.000848571308265384,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","SRP-dependent cotranslational protein targeting to membrane (GO:0006614)__GO_BP","User",11,3.84595408024558e-08,0.000848571308265384,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","cotranslational protein targeting to membrane (GO:0006613)__GO_BP","User",11,4.32029522084617e-08,0.000953229937527499,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","protein complex disassembly (GO:0043241)__GO_BP","User",11,4.32029522084617e-08,0.000953229937527499,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","protein targeting to ER (GO:0045047)__GO_BP","User",11,4.84605711825081e-08,0.00106923404257086,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","macromolecular complex disassembly (GO:0032984)__GO_BP","User",11,6.07145927398261e-08,0.00133960677421152,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
"black","establishment of protein localization to endoplasmic reticulum (GO:0072599)__GO_BP","User",11,6.78187630442041e-08,0.00149635318780732,"RPL10A;RPL18;RPL19;RPL22;RPL23A;RPL32;RPS15;RPS16;RPS19;RPS2;RPS4X"
